"Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
BC-Israel-Earthquake | Minor Tremor In Northern Israel .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .",0
"BC-Israel-Earthquake | Minor Tremor In Northern Israel .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .",1
"Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
BC-Israel-Earthquake | Minor Tremor In Northern Israel .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .",0
"BC-Israel-Earthquake | Minor Tremor In Northern Israel .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .",1
"JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
BC-Israel-Earthquake | Minor Tremor In Northern Israel .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
Generally a quake must measure 6 to do severe damage .",0
"BC-Israel-Earthquake | Minor Tremor In Northern Israel .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .",1
"BC-Israel-Earthquake | Minor Tremor In Northern Israel .
Generally a quake must measure 6 to do severe damage .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .",0
"BC-Israel-Earthquake | Minor Tremor In Northern Israel .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
Generally a quake must measure 6 to do severe damage .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .",1
"Generally a quake must measure 6 to do severe damage .
JERUSALEM -LRB- AP -RRB- A minor earthquake struck northern Israel Thursday but caused no damage or injuries , an official said .
`` It was quite small and it is quite surprising that people felt it , '' Shapira said .
Ami Shapira of the Israel Seismological Institute said the quake 's epicenter was 20 kilometers -LRB- 12 miles -RRB- east of Haifa and was felt in some of the city 's suburbs at 15:32 -LRB- 13:32 GMT -RRB- .
He said it measured 3 on the Richter scale , which is a gauge of the energy released by an earthquake as measured by ground motion recorded on a seismograph .
BC-Israel-Earthquake | Minor Tremor In Northern Israel .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"Details were sketchy due to poor telecommunications with the area even during normal time .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
Details were sketchy due to poor telecommunications with the area even during normal time .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
Details were sketchy due to poor telecommunications with the area even during normal time .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
Details were sketchy due to poor telecommunications with the area even during normal time .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
Details were sketchy due to poor telecommunications with the area even during normal time .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
Details were sketchy due to poor telecommunications with the area even during normal time .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"Details were sketchy due to poor telecommunications with the area even during normal time .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .",0
"BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
Details were sketchy due to poor telecommunications with the area even during normal time .",1
"Details were sketchy due to poor telecommunications with the area even during normal time .
The quake hit Romakhani , 190 kilometers -LRB- 120 miles -RRB- northwest of capital Katmandu at 12:18 local time -LRB- 06:33 gmt -RRB- , according to seismologists here .
BC-Nepal-Earthquake | Tremor Rocks Midwest Nepal ; No Damage Reported .
KATMANDU , Nepal -LRB- AP -RRB- An earthquake of 4.5 magnitude hit midwest Nepal on Thursday , but no damage to buildings or other injuries to people was reported , officials said .",0
"BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
They said city schools were evacuated as a precaution .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .",1
"It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .
Magnitude 5 can produce moderate damage .
They said city schools were evacuated as a precaution .
BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .",0
"BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
They said city schools were evacuated as a precaution .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .",1
"A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .
They said city schools were evacuated as a precaution .",0
"BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
They said city schools were evacuated as a precaution .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .",1
"Magnitude 6 causes severe damage under a populated area .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .
Magnitude 5 can produce moderate damage .
They said city schools were evacuated as a precaution .
BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .",0
"BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
They said city schools were evacuated as a precaution .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .",1
"Magnitude 8 is a `` great '' earthquake capable of tremendous damage .
Magnitude 5 can produce moderate damage .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
They said city schools were evacuated as a precaution .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
Magnitude 6 causes severe damage under a populated area .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .",0
"BC-Greece-Eathquake | Minor Quake Shakes Northern Greece .
SALONICA , Greece -LRB- AP -RRB- A minor earthquake shook this northern port city on Monday , but caused no damage , injuries or panic .
The Salonica Seismological Institute said the quake had a preliminary magnitude of 4.7 and that its epicenter was located 18 kilometers -LRB- 11 miles -RRB- northwest of this city of one million people .
It occurred at 3:16 p.m. -LRB- 1216 GMT -RRB- .
Police reported no damage , injuries or panic and said the quake was felt throughout the region .
They said city schools were evacuated as a precaution .
A quake of moment magnitude 2.5 to 3 is the smallest generally felt by people while a temblor of magnitude 4 often causes slight damage .
Magnitude 5 can produce moderate damage .
Magnitude 6 causes severe damage under a populated area .
Magnitude 7 indicates a major earthquake capable of widespread , heavy damage .
Magnitude 8 is a `` great '' earthquake capable of tremendous damage .",1
